text,label
serem bgt ya mana ponakanku ini gurunya kya yg ga ngurus gt,afraid
takut anjing,afraid
eyyy takutnya nak present japgi,afraid
gugup banget nih gua,afraid
lebih tepatnya nakutin,afraid
ngga ga berani,afraid
cie ga ada yang berani olahraga wkwk,afraid
anj gue mana berani ngode lgsg beraninya di akun kosongan,afraid
mana berani dia pak,afraid
tentang memori gagal tumbuh patah bangun hilang menunggu bertahan berubah dan semua itu adalah ketakutan manusia pada umumny,afraid
takut,afraid
gue kalo di bandung selalu gituu tapi kalo di depok mana berani,afraid
serem bgt gila apa,afraid
takutnya kalau tersalah pilih suami,afraid
pertanian langsung kebayang cangkul kored dll ngeri juga kalo emosi kelempar,afraid
serem banget anjir,afraid
dia mana berani sama aku,afraid
nakutin hiii,afraid
kadang ada hal yg harus kita pendam sendiri karna takut melukai hati orang lain,afraid
ramai org hanya berani berkata2 tapi tidak mampu melakukannya,afraid
mengapa tidak semua orang berani untuk menceritakan masalah yang sedang dihadapinya kepada orang lain,afraid
sumpah khawatir banget semoga ga kenapa,afraid
bikin gemeteran anjir,afraid
lebih serem kehidupan nyata fa,afraid
temenku dipeluk dari belakang aja nyeremin ada yg nanyain ngekos dimana juga mau main katanya,afraid
itu aseli apa boongan si ajg ngeri bangett,afraid
anyway terbanginnya jangan keras keras takut dimarahin sama orang yang lagi main layangan,afraid
mana berani bukak muloooot,afraid
sepertinya indonesia belum benar benar siap takutnya malah malu maluin,afraid
bio nya serem,afraid
aku pemalu jadi rada takut kalo berdiri di depan panggung,afraid
atut mbah,afraid
ini knp anak kelas nyeremin semua sih jadinya,afraid
nyeremin dong kalo ilang,afraid
mau bilang permisi mau make tp ga berani,afraid
serem bgt mba abis itu pindah kos ga,afraid
bentar lagi wawancara gua gugup,afraid
dan gue yg nganter lu ke apotik dan auto marah dan panik sndri grgr takut ketahuan bokap lu,afraid
openingnya kaya film horor,afraid
takut belang nya di bongkar sekarang si hantu,afraid
takut khawatir dan resah hilangnya cuma kalau tidur aja,afraid
malam apa yang sangat mengerikan dan menakutkan,afraid
pegen minta ajarin tapi canggung,afraid
banget banget kalo pake headphone lebih merinding pastiiiiii,afraid
grogi dihadapanmu,afraid
panik woi dpt brp gw,afraid
cantik cantik nakutin mah sama aja,afraid
baca komen ngga berani nyalain suaranya,afraid
maen ke sini nanti aku ajak ke rumah sumi tapi kamu aja yg masuk tak tungguin di depan gang,afraid
takutnya ada alasan klasik,afraid
gemeteran asli baru pertama kali buat ginian,afraid
omg takut,afraid
takut ada yg ketinggal,afraid
takut ke cekal,afraid
iya min kan uda ikutan undangan silver jd harap cemas duh,afraid
dan inilah yang jadi akar penyebab takut kehilangan,afraid
sering bgt kek gini jadi takut buat ketemu hahaha,afraid
biasanya ga berani gue ambil,afraid
sayah takut kalau liat adegan gorok2nya tanpa sensor kayak rumah dara,afraid
bikin gelisah,afraid
cemas aku dia make motor,afraid
temen2 kelas mana berani wkwk,afraid
ga rela koalisi bertambah takut dikurangi jatah,afraid
ngeri guenya anjay,afraid
serem juga bayanginnya,afraid
eh tapi takut salah orang,afraid
dia agak gemetar karena gugup,afraid
eh kok serem hehe ampun bang,afraid
macam mana nak jadi berani,afraid
ketakutan gue bukan mereka dpt nilai jelek tp jd korban pembullyan,afraid
orang galakan emang nyeremin,afraid
wadoh ngeri banget nad,afraid
bias lu nyeremin kata meng wkwkwk,afraid
gilak ih serem amat amiii hati hati bisi ketemu lagi wkwk,afraid
duh grogi nih udah lama ga main twitter,afraid
jan grogi lah ama cogan,afraid
kalo setannya nyeremin kaya hyung ya ngeri ayen tuh,afraid
nervous juga nak jawab test ni even dah jawab 761 kali dalam hidup,afraid
menakutkan mo liat yg bagitu itu,afraid
gue sama temen gaberani kekelas takut dihujat,afraid
5 mitos menakutkan menjadi pengusaha,afraid
jangan nakutin,afraid
takut nya,afraid
ngeri meeen,afraid
serem amat dah emaknya gahol,afraid
siapa yang tidak berani mengambil keputusan tidak akan bisa melangkah maju,afraid
terjebak di dalam lift adalah hal yang sangat menakutkan sekalipun sama kim jaehwan aku harap tidak akan pernah ada kejadian terjebak di dalam lift,afraid
mana berani haha,afraid
kenceng bgt anginnnya serem deh,afraid
tiba2 takut nak tengok bank acc sendiri,afraid
mgkin grogi mklum lah first time,afraid
pngen nonton film horor tpi gaberani nonton susah kali hidup ini,afraid
akhirnya warna hitam juga kwkwkw drtd mau coba force stop ngga berani,afraid
babi shampoo separuh dah buang sebab takut basi hshshsh apa sial,afraid
serem dih,afraid
ta rasa dika kalo nnton film horror tegang,afraid
pengen nonton perempuan tanah jahanam tapi ngga berani sendiri,afraid
dari album mau diputer sayang ah takut cd nya kenapa2 wkwk,afraid
mangga kalo malem kok nakutin,afraid
sesuatu yang tidak kelihatan itu menakutkan,afraid
grogi lu ya makannya smpe typo,afraid
lah serem kenapa,afraid
resah dan gelisah menunggu disini,afraid
cewek suka grogi kalo deket sama orang yang dia suka,afraid
ga berani bgt baca spoiler webtoon extraordinary you takut,afraid
ngeri,afraid
temenku ngga berani klo nntn joker aku juga dr kmrn uring2an jd ga berani hikd,afraid
taeyeon sangat menakutkan ketika ia marah,afraid
fokus lah tanggungan masuh banyak mana berani macem macem,afraid
tapi ngga berani,afraid
takutnya mereka ngecek kita liat seberapa vote mereka nanti boom lebih banyak dr itu,afraid
aku takut mati karna mabok jurnal,afraid
pengennya gitu sih tp takutnya ntar kalo kucingnya nangis,afraid
dia takut meni pedinya rusak,afraid
mana berani aku selingkuh kenal aja ngga,afraid
susah ya kalo biasnya nyeremin mau nyapa atau sekedar ngobrol2 aja jadi takut,afraid
ngga nanggepi bukan berarti ga berani,afraid
di saranin di tambal tapi akunya takut wkwkkw,afraid
mana berani ih,afraid
sumpah bener bangett tambahan silett dulu takut bgt klo ada silet kirain horor,afraid
ih serem bgt anjir,afraid
sebab takut pagi tak sempat makan,afraid
serem sampe merinding gua,afraid
ya allah serem banget,afraid
tolong jauh jauhkan tali rafia dari mahluk ini takutnya khilafah,afraid
itu btw emotnya serem dek,afraid
mukanya juga serius tegang gitu briwoon berusaha bikin dia gak deg degan,afraid
khawatir deh kalau udah mulai flu,afraid
anjer canggung bat,afraid
jangan menyerah jangan bikin aku khawatir,afraid
nanti pbl pertemuan 2 takut degdegan nnti pas presentasi takutnya jawabannya ga selaras sama orang yang baca takut ditanya trus gabisa jwb,afraid
kali sendiri atut ka,afraid
ga berani ihh abis liat penampakan lagi di tempat tgl gue yg sekarang bisa makin ga tidur kalo nonton serem,afraid
dan jika tidak berani kita bahkan tidak akan menginjak arena pertarungan,afraid
ya takutnya kan khilaf wkwk,afraid
harap harap cemas,afraid
jahaddd kamu mass malah nakutin,afraid
ternyata smi tidak berani debat di tv,afraid
grogi nih gua chat lagi apa enggak,afraid
berdebar debar sambil baca seram ahh,afraid
ngga berani nembak hehe,afraid
oh karena canggung tp intinya syg bener atau cuma ngetik doang,afraid
ibu kostnya horor banget dah,afraid
skrg pindah ke ahy atut jg di ciduk,afraid
senyum itu indah tapi menakutkan,afraid
kalau kita tak takut dia pun tak berani kacau kita,afraid
anjir canggung bgt,afraid
yaallah aku lg takut banget cemas i do not have a reason,afraid
sipu lo jangan nakutin anjir gue di kamar,afraid
selamat pagi teruntuk kalian yang ngakunya kangen tapi mau ngechat duluan aja ngga berani,afraid
khawatir baju buat acara riri zonk,afraid
serem kayak nenek gayung,afraid
video uyon yang ini tuh gua ngeri banget palanya kejedug sisi kolem renang,afraid
takut gak fokus,afraid
tikus wlo pun sdh mati tetep takut sih bkn geli hiyyy ngebayanginnya jg dah gemeteran,afraid
iya aku takut ada rangkulan tangan lain yang melingkar di bahumu,afraid
cewek kalau uda kayak singa nyeremin ya,afraid
sedikit cemas banyak rindunya,afraid
fo ini kesayanganku dua duanya bikin khawatir r2 ini berharap mereka lolos dengan 2 game aja sih,afraid
serem karna bertugas ki,afraid
mau ngakak takut dosa,afraid
pake totebag tapi harus ada yang pegangin takutnya dia lompat,afraid
kenapa aku nervous nih,afraid
minum kopi bukan pilihan yg tepat takut mules dijam genting,afraid
banyak banget yg horor dalam hidup ini,afraid
serem ya ampun guling bernyawa,afraid
tibatiba jd gugup gini yah,afraid
jadi inget magang pas awal awal ngga berani ngambil gelas,afraid
takut seolah2 mereka sedang naik roller coaster,afraid
nggak serem sih setane cuma 3 anak kecil cuma ngeri pas mau bacok2 sama bunuh2 aja darah e,afraid
takut nanti ada acara dadakan,afraid
biasanya kan laki2 ngga berani datang kerumah buat nyamperin hehe,afraid
nakutin ih,afraid
tp klo depan penguji ngga berani akutu nyontek,afraid
ukhtinya bar bar ah nakutin,afraid
apaaan aku liat cermin malah takut sendiri,afraid
takutnya jumpa doktor gigi,afraid
panik kirain belum bayar wifi ternyata memang,afraid
kalo sudah panik gini jari pun auto gemeteran take a deep breath,afraid
tp keknya serem kuk bunuh2,afraid
takutnya udah di isi santet kan serem,afraid
waduu waduu ngeri juga tempat main sehari hari nya yaa,afraid
ngga berani nonton full nya cuma liat beberapa bagian doang,afraid
muka lu nyeremin jadi gua deg degan,afraid
aku ga bsa kek gtu ke orng yg aku suka deeehhh mana berani,afraid
se takut itu sama jarum suntik juga padahal tiap hari siapin alat kesehatan buat pasien,afraid
memakai baju kebaya merah dengan wajah yang sangat menakutkan sedang menari sambil menyanyi dengan kukunya yang tajam,afraid
kok serem,afraid
hello aku kan orangnya ga jago public speaking nih di depan audiens aku pasti grogi dan jadi terbata2 ngomongnya,afraid
baru makan takut kyk semalem lagi,afraid
mana berani saya pegang pegang punya relawan hiii,afraid
ya tapi serem,afraid
takut itu takut dipatok,afraid
1kafixxx gaberani masih di tempat umum ramai takut ada batang lewat,afraid
dirumah tetangga itu banyak kucing trus mereka ketakutan,afraid
pen nyoba tp ga berani,afraid
takut laaahh,afraid
aku takut kalau ternyata kamu adalah dia,afraid
kalo kamu nggak ada kabar pasti aku selalu khawatir,afraid
calon ibu2nya ngomen uy atut,afraid
sahabat itu walaupun punya dendam tapi tidak akan pernah berani untuk melukai sahabatnya sendiri,afraid
suka kok ngga berani bilang,afraid
panik bgt anjir,afraid
ngga dong anginnya ga berani masuk,afraid
perasaan panik iri khawatir cemas pasti ada,afraid
demi apapun aku pernah merasakan ketakutan yang sama,afraid
rodok canggung e johalah,afraid
dan dari situ langsung gw report serem gak si masih pagi padahal,afraid
kadang akutuh suka khawatir kalo pendapat aku beda dari mayoritas orang takutnya ga sesuai standar sosial padahal mah itu yang namanya keberagaman artinya setiap orang diciptakan punya akalnya masing2 dalam memandang dan memahami suatu fenomena,afraid
ingin melihat saldo bank ditanggal seperti ini tp takut kecewa pd diri sendiri,afraid
karna saking takutnya ditinggalin sampe ngelakuin apapun,afraid
gelisah gua kalo dia pergi bawa mobil,afraid
bergetar bulu kuduk merinding chat dosen ketika blm siap dibalas malah kepencet wasyem mbales opo,afraid
doi takut rejim takut jok teu ngartos lawan terus,afraid
nervous untuk kesekian kalinya,afraid
karena tidak ada yang berani makan hati,afraid
makin menakutkan dunia ini,afraid
jgn nakutin,afraid
bener juga biar customer juga ga was was kan kalo gini,afraid
was was gua,afraid
aku was was setelah dia pergi,afraid
ini serem banget sih gaes banyak banget orang ga bertanggung jawab kaya gini,afraid
bukan kau yg terlalu tinggi tapi aku saja yg terlalu takut untuk mengapaimu,afraid
nonton lah tapi jangan sendiri kl ga kuat,afraid
kabur,afraid
yg aku takutkan ketika sekarang bertemu dengan seseorang lalu berujung begini deh,afraid
hal terseram terjadi,afraid
serem langsung pucet kaya aku,afraid
nenek gue khawatir menunggu,afraid
kasus ilmu hitam terseram,afraid
seram,afraid
menyeramkan,afraid
illuminating sesuatu yang menyeramkan,afraid
ada setan,afraid
beberapa orang susah tidur karena cemas kalau dia ga bisa tidur,afraid
cemas,afraid
aku orang yang khawatiran,afraid
ngeri,afraid
jujur ini horor,afraid
aku takut jatuh min,afraid
foto nya di editin sama minta di tag tapi takut,afraid
kok serem ya,afraid
takut liat fotonya pocong,afraid
serem udah tua soalnya,afraid
hiiiii,afraid
deg2an,afraid
kan base gituan diciptakan untuk orang julid yang takut kedoknya kebuka bang,afraid
serem kan masa mati ga jdi kan kaya d php,afraid
diem tangan w berair deg2an,afraid
dada deg2an eyy gegara gitu doang,afraid
mereka yg main gua yg deg2an anjir,afraid
allahuakbar itu yg pake helm jd deg2an rasanya,afraid
nder tolong update keadaanmu sekarang aku ikut deg2an njirrr,afraid
kalo deg2an mau ktemu org tuh artinya apa ya wkkwk,afraid
sore padaan berangkat aku makin deg2an,afraid
mending ketinggalan mbak drpd liat yg dikirim tadi bikin deg2an,afraid
ih kak bela nih dah deg2an aku,afraid
jalannya nanti deg2an nya dari kemaren dasar lemah aku tu,afraid
deg2an cuk wkwk,afraid
jujur ini metpen deg2an,afraid
lagi panjat 4 meter aja turun turun udah gemeteran tiba tiba lemes kringet dingin kek mo pingsan anjirrr,afraid
psti dengkul fans malingsia gemeteran,afraid
masa gue yg gemeteran,afraid
urusan hari ini mulai dari bangun sampe sekarang kenapa bikin degdegan parah ampe gemeteran begini apakah ini yang dinamakan,afraid
gemeteran pasti doi keluar keringet segede gede jagung,afraid
selalu kaget kalo diklakson bus truck gede sampe gemeteran,afraid
mipet aj masih gemeteran dpn dosen,afraid
gausah buat orang kesel lah gausah buat marah2 kecewa gua,angry
laba antam mengecewakan,angry
terus kecewa retak patah seribu,angry
yah kok malah kaya gitu,angry
yaelah sis,angry
weeeyyy ga habis pikir bisa ada mv kek begini dancer semua weyyy efect nya luar biasa baekhyun teriakannya gakuaaat,angry
jujur aku kecewa sama kamu kamu ga sama persis sama apa yang aku fikirkan nyatanya kamu lebih buruk dari yang aku kira,angry
tolong perbaiki jaringanya di daerah jakarta barat palmerah lemot sekali untuk internetan,angry
gausah buat orang kesel lah gausah buat marah2 kecewa gua,angry
kecewa suda laahh huhuhuhu,angry
udeh unfaedah,angry
pengen ngomong jorok saya tiap liat bedul ini,angry
kalau gin terus rugi orang,angry
karyawan aja beda banget apalagi presiden dan rakyatnya,angry
hadeh grab ngecewain banget,angry
karena mulut kotor semua jadi berantakan,angry
ga habis pikir,angry
kadang keadaan membuat saya kecewa,angry
dear gojek ga usah bujuk rayu pake voucher gofood ga bakal noleh saya sebodo amat voucher gofood mau puluhan gopay masih ratusan ribu juga saya sementara hijrah ke grab dulu karena saya kecewa kamu ga kasih saya voucher goride sementara temen2 saya dapet semua,angry
yah gimana sih,angry
sumpah gue ga habis pikir sma org yg ngremehin ktanya hamil aleman dmintain tlg bgtu ga bisa,angry
ga habis pikir kenapa yang gua pikir ini ga habis2,angry
bilang aja gak mau diganggu,angry
kak sinyal xl di daerah saya kok 3g aja saya rugi beli paket mahal tolong segera di perbaiki sudah 1 minggu saya tidak nyaman dengan sinyal seperti ini,angry
ach rumit sekali,angry
kecewa yang sangat mendalam semua terasa mimpi,angry
sumpah ya udah jelas jelas drtd saya nyalain ac jendela juga ga ada yg kebuka dan ga ada asbak satu pun bisa bisanya ngrokok santuy banget,angry
aku tak pandai berkatakata mungkin karna itu kau kecewa,angry
terjebak macet mana laper,angry
gua mau bilang apalagi gua kecewa kurang ajar,angry
nyesel aku make,angry
gajelas bgt idup mmps gw kesel bgt kl udh idup gausa gajelas ntar jd gabisa apa2,angry
maafkan aku jika terkadang silap tuturku hatimu luka karna sikapku buat kecewa,angry
ketika lo gatau masalah gw dan cuman bisa bacot,angry
kenapa si sering banget dibikin kecewa apa aku terlalu naif ya jadi sering banget diginiin seringkali akunya tulus eh kamunya bulus oalah konco,angry
aku kecewa weh donut yang aku nak dah habis stock kau paham tak aku sedih,angry
jujur sedih banget kecewa juga kenapa kaya gini padahal dari dulu selalu bilang kalo ngerasa gua toxic atau ngekang bilang aja,angry
kalo gitu yauda,angry
aku yo bar kecewa iki,angry
knp g di respon makin hari makin mengecewakan pakai bukalapak,angry
aya kecewa dengan pelayanan kurir jnt karawang yang bernama fuji yang harusnya mengirimkan dan memastikan paket saya sampai dengan aman kepada pemiliknya,angry
kesel,angry
kadang ga habis pikir buat apa ya beli lagi hadehhhh cuma laper mata doang ini mah,angry
knp mereka justru gak bangga bosnya kepilih jadi mentri,angry
kurang ajang banget anjing satu tu,angry
kurang ajar banget dpr ga perhatikan rakyatnya,angry
setuju gw juga gasuka liat nih orang kaya apaan banget gt sok kegantengan,angry
gua sebenernya punya firasat bakal kayak gini tapi ya kecewa pake banget but ga kaget,angry
sumpah paling gasuka dibohongin sekecil apapun benci bgt anj,angry
baru kali ini gue emosi liat post an whisper isinya muka temen kantor gue anjenk apa ga mikir ya walaupun konteksnya ga aneh2 tetep aja itu kan anon apps masa iya nge share komuk orang disitu mana jelas banget ada tali id card nya goblok,angry
ga seru nih kalian,angry
gemes banget astaga lama amat sejutanyaa,angry
suka asal asalan ya anda kalo ngabarin sobat indomaret seperti saya kecewa sih,angry
waduh,angry
netizen sudah mulai jengah dengan demo mahasiswa,angry
senyum kenapa jadi orang kok nga pernah senyum ya gue males senyum ke lo jing,angry
hari ini sangat kecewa,angry
sumpah ya gue ga habis pikir lagi sama kelakuan dia,angry
gasuka gue sama lu kecewa,angry
woy jawaban nya salah,angry
parah ini robot,angry
demo mulu najis,angry
sungguh mengecewakan,angry
bapaknya cerita kalau anaknya ikut demo dia sedih banget kecewa bilang kalau anaknya terpengaruh pergaulan anaknya sampe dimasukin bimbel biar pergaulannya berubah tp tetep aja ibu nya sampe keluar dr pekerjaan buat mantau anaknya,angry
sebel gua,angry
aku kecewa sama kamu,angry
bangek banget lu njing,angry
jauh sebelum hati ini kecewa aku pernah mencintaimu dengan,angry
kalo boleh jujur sebenarnya aku kecewa sama kamu,angry
lebih tepatnya gak mengakui sih bahkan dulu super hero yang sangat gue idolakan selain orangtua malahan bikin gue kecewa hahaha,angry
rasa2nya sepak bola kita hny sebagai ajang kekerasan saja tawuran rusuh perusakan dll selalu saja jadi tontonan sudah prestasi gk ada eh malah suporternya gila rusuh mau dibekukan kasihan yg nafkahnya bergantung disini pemain petugas sampai pedagang,angry
aku kecewa sial dgn united aduhh,angry
sangat tidak membantu,angry
jaringan lemot kek keong mendingan pakek indosat,angry
huh dasar lemah dasar payah,angry
kecewa banget gimana nih klarifikasi nya,angry
sorry to say saya kecewa bgt dan malas transaksi pakai bri setelah kejadian ini hbs uang saya kembali semoga banget kembali dan tidak bertele tele lagi proses nya ya setelah semua ini saya thankyou next bgt pakai bri tolong bgt ditingkatkan ya,angry
jujur tadinya sempet kecewa karna extra bab di novel ga seperti yg aku bayangkan kupikir sedikit sekali,angry
yang nakal kadang hanya sebatas bicara kotor eh yang sok polos malah udah ngelakuin yang kotor dong,angry
yah kecewa banget gua myn ternyata berwujud,angry
aku kecewa banget sebenernya pas kamu bilang 2 hari sebelumya udah gada rasa apa2 sama aku ya aku emang bosenin jadi yaudah aku paham hehe,angry
bangke banget liat org mulut jeber ember kayak gitu bangsat bnangke anjing,angry
oke diawali dengan pagi yg mengecewakan,angry
kesel banget lagi buang air tiba tiba ada hewan kecewa terbang,angry
ngecewain,angry
ah tidak ada guna metode bgni,angry
4g nomor service gmanaaaaa nih,angry
cm sedih kecewa aja udh,angry
kalau gini terus merugikan orang,angry
gak demo aja sering macet,angry
emosi tuh klo ada orang yang masukin centong nasi ke dalem magic com nya apalagi klo centong plastik panas jir,angry
intinya sih aku belum sepenuhnya percaya jangan terlalu berharap juga ya karna itu msh rumor entah bener atau gak takutnya nnti jatuhnya kecewa oke terserah mau gonjang ganjing sana sini blg itu bener tp klo blm dikonfirmasi sama pihak yg berkaitan jgn terlalu berharap,angry
kadang ga habis pikir sama orang yang nyinyirin kerjaan orang lain,angry
nyesel aku tuh,angry
eh makin kesini malah ngeselin ngecewain,angry
aku sedih banget mutualku banyak yang kecewa hari ini,angry
aku kecewa dengan mereka,angry
yg lain apa ga ada sih,angry
kamu itu seperti online shop sering banget bikin kecewa dan sakit hati tapi tetep aja masih sukak,angry
sinyal xl sedang gangguan kah di bekasi,angry
yah kok gitu,angry
tolong gausah nanya berulang ulang sih,angry
ra iso nuw kokapus2,angry
apaansihgt,angry
as soon as possible pod bole tahan lagi as soon as possible rokok ya allah rasa kene cucuk je hidung,angry
jaringan ancooor,angry
maaf pak saya sangat kecewa dg bapak krn kebijakan bapak sangat mengecewakan petani2 mhn maaf pak sampai mati saya tdk akan prn melupakan sakitnya hati atas kebijakan bapak utk petani petani melarat bpk buat maaf pak saya punya hak utk menyampaikan,angry
tolong jangan buat gue dongkol kepurtusan jangan buat sendiri anjing,angry
aku kesal dan kecewa sbb dari dulu dah berpuluh tahun tak pernah dan tak kan pernah berubah masih dan akan terus kekal bergitu,angry
siapa sih ceu yg nyinyir pen gw tabok,angry
kecewa ga ikut synchro karena tida ada teman dan aku jomlo he he he,angry
dasar bani somplak ga jelas cara berfikirnya,angry
kecewa dan penat namampos jadi saya tidur duluan,angry
ga habis pikir gw sama jalan pemikiran si ibu nya itu harusnya tuh anaknya dilindungi bukan diusir,angry
ini yg demo kayaknya kaum pekok turunan kadal gurun duit aja masih minta,angry
iya sakit banget kecewa juga udah pokok semua campur aduk,angry
kecewa gua bangsat,angry
saya sangat kecewa karena respon anda sangat lambat tolong dibaca dm dari saya segera,angry
mengecewakan gitu,angry
xl gangguan kah,angry
gak usah diposting berita sampah numpang ngetop dia,angry
suka suka dia kek mo jd apa ckck repot amat demo mulu,angry
banyak banget yg buat kesel tikus lh atap lh listrik lh aku tuh cuma pngen tenang sehari ajaa,angry
maaf para mahasiswa kalian mau mewakili siapa dlm demo ini rakyat rakyat yg mana pernah terbantu dg demo kalian maaf yah rakyat itu resaha jd nya dg segala macam btk demo ayolah kita fokuskan spy negara kt tentram damai kalian hrs pny skp,angry
yah kecewa saya,angry
3 minggu lebih tak trainng aku main semua kelaut hm bola clear pun kena net wtfff kecewa,angry
kadang yaaa ga habis pikir aja gitu,angry
sekalilagi kecewa dgn attitude dia,angry
tapi dia ngecewain jadi aku gasuka rasi bintang,angry
mohon di perbaiki khususnya daerah makassar koneksi internet nya buruk banget,angry
siapa ajarin mulut sampah siapa ajarin mabok,angry
ga habis pikir ma emery,angry
aku juga gatau ini ngomong apa lagi kecewa sama diri sendiri ehe,angry
eh astaga kok tbtb kepala gua kotor ya,angry
kamu tidak asik,angry
nyesel gak nyselsi,angry
dasar cowo kerjaannya ga jelas mulu,angry
kenapa errornya lama sekali,angry
sehebat apapun dirimu pada akhirnya kamu hanyalah seorang pengikut bukan penemu apalagi pencipta gausah sombong ya,angry
babi kau,angry
alah,angry
saya sebagai pendukung nasdem belum apa2 sudah kecewa,angry
nilai jelek emg bngsd,angry
ga habis pikir aja sama org kaya gt,angry
bangke banget lu,angry
banyak tanya,angry
q tak menyangka,angry
nggak habis pikir orang orang bisa setega itu,angry
yaallah mau nangis banget tinggal running mingguini tbtb client minta undur tanggal,angry
sebel banget ga sih digituin kurang ajar bangsat,angry
gedeg banget gw lihatnya waktu kampanye musuhin bgt jokowi sampe demo berjilid2 udah gagal minta jabatan dikasih pula lagi ma jokowi awas aja klo jadi menpohulkam gak bisa beresin ormas radikal,angry
sat bgst adik gua sendiri itu anjeeer,angry
ucapnya penuh kecewa,angry
meunggumu bagaikan menunggu hujan yang turun di tengah padang pasir lama dan mengecewakan,angry
mel aku kecewa,angry
ga habis pikir sma org yang masih ngasih harapan palsu,angry
ada bbrpa tmpt solaria yg rasanya ngecewain masa kek di resto 1 dia pke sayuran lengkap enak di resto 2 kek makanan yg niat ga niat bkinnya,angry
kecewa banget anjir ditanyain kaya gitu,angry
wahhh kecewa aku anda gak tau isu selebtweet,angry
tapi sungguh saya kecewa melihat anggota dewan yg lain tertawa tawa,angry
sebel,angry
aku ga setuju org org demo ini jadi driver gatau diri,angry
ah tidak jls bicara sama kamu,angry
dan aku pun menangis lagi kecewa untuk kesekian kalinya,angry
masih pagi gabole ngomong kotor,angry
kecewa banget sih sekalinya exo kesini kek gini,angry
cuma sedikit kecewa,angry
ya saya cuma mengutarakan kekecewaan saya kalau anda merasa tidak kecewa dan tidak terima itu bukan urusan saya,angry
grab ngecewain bat dah promo abis jam 5,angry
gila ya gue ga habis pikir sama sm,angry
kesel,angry
ayo admin bagaimana ini saya rasa banyak yg kecewa terkait ini org uda susah2 ngumpulin koin buat vote nya s k juga sudah jelas bagaimana ini pihak yg ngadain games nya malah merugikan pelanggan nya,angry
apaan sih gaje ga jelas,angry
giliran ada demo yg terlalu berlebihan kalian kemana aja,angry
malas dehh,angry
walaupun aku kecewa tp aku tetap mendoakanmu semoga kamu berhasil,angry
saja nak balas balik macam kau pernah buat kat aku,angry
sebel aja masih denger orang2 berjerawat dikatain nggak merawat diri lah jarang mandi lah,angry
apaan sih gaje ga jelas,angry
suka ga habis pikir aja kenapa sekarang jadi tega bgt yaa,angry
agak kecewa sih sbnrnya,angry
kurang suka sm orang yg ribet jorok,angry
nyari konten tuh jangan kayak sampah,angry
bilang donk dari tadi,angry
saya agak kecewa mbak kenapa tafsirnya nggak ada yang spesifik menjelaskan virus,angry
knp ga dicobain ke dirinya sendiri aja ya wahai makhluk tolol,angry
rbt agak mengecewakan,angry
aku kecewa dengan keputusanmu yang kurang ajar bangke bangsat anjrit,angry
dih tai banget merusak pagi gua yang damai,angry
demi allah aku ga habis pikir kenapa orang bisa hate juno,angry
jadi benar kau tak datang menjemputku padahal aku sangat ingin menangis,angry
mohon maaf diriku inu yg terlalau bodoh untuk memahamimu,angry
makasar hoby banget demo dah apa aja didemoin anehh,angry
gasuka jd gapenasaran apalagi kalo film horror thriller gabakal dpt pasti jumpscarenya,angry
ada satu laki laki yang aku kecewa padanya bahkan setelah ku lepas dia kukira akan sedih aku tanpanya ternyata tak ada penyesalan tertinggal selepasnya,angry
sepupuku lg hamil eh jd suka sm atta bledek ga habis pikir aku,angry
pketan murahh jaringan lemottt lol,angry
ah tidak ada guna metode bgni,angry
udh berani boong,angry
tiap hari kok tulisanku makin jelek dan tidak bisa terbaca oleh orang juga diriku sendiri,angry
ga habis pikir dahhh,angry
guyon doang ga bisa bercanda nih,angry
banyak2 istighfar sama kalian huft dah bikin aku kecewa abis itu sakit hati,angry
min xl sm aov lg ga bersahabat ya,angry
kayak udah ngga semangat lagi loh kayak udah putus asa banget kayak udah kecewa dan males ngga sih heeuuu jangan bawa perasaan negatif ke akuuu nulaarrr aku jadi kepikiran giniii nyesek di hatiii ngga tau kenapaa aaaaa,angry
maunya apasii,angry
dikasih panas ngeluh dikasih uang baru sat set sat set dasar warga,angry
nyebelin emank,angry
namanya juga bego,angry
caper amat lu,angry
lu curhat aja no sama serbet wrteg,angry
serba salah,angry
salah terooosss,angry
percuma kalo ngasih perasan tapi disalah gunakan oleh gebetan tidak bertanggung jawab,angry
bodok,angry
bodo amat,angry
bodo amat lah,angry
bodok lah,angry
tuhkan bandel sih,angry
ngmng sendiri jwb sendiri,angry
waduhhh buruan dah,angry
buruann sholattt,angry
buruan lah,angry
dari tadi di suru cepet kok buru lah,angry
grab udah ada fiturnya tapi gojek belum patuh nih gmn sih,angry
jan sombonk ya,angry
jan halu dehhh,angry
ternyata ia datang hanya untuk merusak suasana,angry
aku sudah hampir membaik tolong menjauhlah,angry
teruntuk ayah ibu diluar sana tolong berhenti membanding bandingkan anakmu,angry
sudahlah tak ada gunanya terus terusan mengecek pesan darinya,angry
dasar sampah,angry
giliran sudah melebihkan malah dikucilkan bajingan,angry
bajingan,angry
bajingan kamu,angry
hobi banget ngurusin hidup orang,angry
hobi kok ngurusin hidup orang sih,angry
apa bangsat jangan menggiring pikiranku yg suci ini,angry
hawane jancok,angry
kacau,angry
kacau kacau,angry
emanglah parah kacau,angry
parah emang,angry
wahai rindu bisakah diam sebentar,angry
sampai saat ini masih belum ikhlas juga,angry
